technique_id,learning_tier,title,instructions_text,spl_query,chart_type,explanation_text,framework_mapping,mitigation_text,execution_mode,triage_runbook_text,expected_outcome
AML.T0016,4,AML.T0016: Obtain Limited ML Model Feedback,"**Objective:** Practice detecting Obtain Limited ML Model Feedback (AML.T0016).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the DefenceEvasion phase using Obtain Limited ML Model Feedback. In a multi-agent banking environment, this targets safety_classifier, api_response to achieve: Enables precise evasion payload crafting against an opaque safety classifier

**Risk:** CVSS 5.0 (Medium): Enables precise evasion payload crafting against an opaque safety classifier","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0016""",table,"Adversary probes model with edge-case inputs to characterise classifier decision boundaries and find evasion paths, using only minimal signals (accept/reject) as oracle.

**Impact:** Enables precise evasion payload crafting against an opaque safety classifier

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.",MITRE ATLAS: AML.T0016 — Obtain Limited ML Model Feedback (Defence Evasion / DefenceEvasion) | OWASP LLM: LLM01 | OWASP ASI: N/A | NIST AI RMF: MEASURE-2.5 | MAESTRO: L3,Limit signal in rejection responses | Add noise to rejection boundaries,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `RATE_LIMIT` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `systematic_edge_case_probing_pattern` in raw events. 4. Map to frameworks: OWASP LLM01; severity Medium (CVSS 5.0). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",VARIES
AML.T0052,3,AML.T0052: AI Audit Log Manipulation,"**Objective:** Practice detecting AI Audit Log Manipulation (AML.T0052).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the DefenceEvasion phase using AI Audit Log Manipulation. In a multi-agent banking environment, this targets audit_log, otel_pipeline, siem_index to achieve: Invisible attack chain; forensic investigation impossible after incident

**Risk:** CVSS 8.4 (High): Invisible attack chain; forensic investigation impossible after incident","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0052"" | timechart count span=1m | where count=0",line,"Adversary or insider manipulates, suppresses, or forges AI system audit logs to conceal malicious activity from security monitoring.

**Impact:** Invisible attack chain; forensic investigation impossible after incident

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0052 — AI Audit Log Manipulation (Defence Evasion / DefenceEvasion) | OWASP LLM: N/A | OWASP ASI: ASI09 | NIST AI RMF: GOVERN-4.1, MANAGE-4.1 | MAESTRO: L6",Immutable audit log storage | Log integrity verification via cryptographic signatures | Monitor for log gaps or anomalous silence,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `ALERT` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `otel_log_gap_detected_in_continuous_stream` in raw events. 4. Map to frameworks: OWASP N/A; severity High (CVSS 8.4). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",VARIES
AML.T0037,3,AML.T0037: AI Data Discovery via Retrieval Probing,"**Objective:** Practice detecting AI Data Discovery via Retrieval Probing (AML.T0037).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Discovery phase using AI Data Discovery via Retrieval Probing. In a multi-agent banking environment, this targets vector_db, rag_retrieval, knowledge_base to achieve: Complete inventory of proprietary knowledge base accessible to the agent

**Risk:** CVSS 7.4 (High): Complete inventory of proprietary knowledge base accessible to the agent","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0037"" galileo_observe_alert=""true""",table,"Adversary uses crafted queries to systematically probe a RAG vector database, discovering the structure and content of proprietary documents accessible to the agent.

**Impact:** Complete inventory of proprietary knowledge base accessible to the agent

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0037 — AI Data Discovery via Retrieval Probing (Discovery / Discovery) | OWASP LLM: LLM02 | OWASP ASI: ASI02 | NIST AI RMF: MEASURE-2.10 | MAESTRO: L2, L4",Rate-limit retrieval queries | Monitor retrieval patterns vs baseline | Implement access controls per document sensitivity,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `RATE_LIMIT` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `vector_retrieval_rate_anomaly` in raw events. 4. Map to frameworks: OWASP LLM02; severity High (CVSS 7.4). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",VARIES
AML.T0038,3,AML.T0038: Vector Database Exfiltration,"**Objective:** Practice detecting Vector Database Exfiltration (AML.T0038).

**Lab path:** Attack Panel → Scenario 9 → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Discovery phase using Vector Database Exfiltration. In a multi-agent banking environment, this targets vector_db, embedding_model, knowledge_base to achieve: Full proprietary knowledge base exfiltrated; IP and confidential data at risk

**Risk:** CVSS 8.8 (Critical): Full proprietary knowledge base exfiltrated; IP and confidential data at risk","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0038"" galileo_anomaly_score > 0.9",table,"Adversary systematically reconstructs the entire embedding space of a vector database by querying nearest-neighbour endpoints, recovering proprietary document content.

**Impact:** Full proprietary knowledge base exfiltrated; IP and confidential data at risk

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0038 — Vector Database Exfiltration (Discovery / Discovery) | OWASP LLM: LLM02 | OWASP ASI: ASI02 | NIST AI RMF: MEASURE-2.10, MANAGE-2.4 | MAESTRO: L2",Galileo Observe anomaly detection on retrieval patterns | Rate-limit similarity search | Add noise to embedding responses,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `QUARANTINE` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `vector_retrieval_volume_anomaly_70x_baseline` in raw events. 4. Map to frameworks: OWASP LLM02; severity Critical (CVSS 8.8). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",INJECTED
AML.T0043,2,AML.T0043: AI Tool Schema Discovery,"**Objective:** Practice detecting AI Tool Schema Discovery (AML.T0043).

**Lab path:** Attack Panel → Scenario 2 → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Discovery phase using AI Tool Schema Discovery. In a multi-agent banking environment, this targets mcp_tool_schema, function_call_spec, agent_capabilities to achieve: Complete tool capability map enabling targeted tool abuse and privilege escalation

**Risk:** CVSS 5.8 (Medium): Complete tool capability map enabling targeted tool abuse and privilege escalation","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0043""",table,"Adversary extracts tool definitions (MCP schemas, function call specs) from an agent to map available capabilities and identify high-value tools for exploitation.

**Impact:** Complete tool capability map enabling targeted tool abuse and privilege escalation

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0043 — AI Tool Schema Discovery (Discovery / Discovery) | OWASP LLM: N/A | OWASP ASI: ASI02 | NIST AI RMF: MAP-1.5 | MAESTRO: L3, L4",Restrict tool schema disclosure | Validate tool invocations against purpose | Monitor for tool enumeration patterns,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `ALERT` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `tool_schema_enumeration_detected` in raw events. 4. Map to frameworks: OWASP N/A; severity Medium (CVSS 5.8). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",VARIES
AML.T0035,4,AML.T0035: Data from Local AI System,"**Objective:** Practice detecting Data from Local AI System (AML.T0035).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Collection phase using Data from Local AI System. In a multi-agent banking environment, this targets local_cache, conversation_log, embedding_store to achieve: PII, trade secrets, and user conversation data exfiltrated from local storage

**Risk:** CVSS 7.8 (High): PII, trade secrets, and user conversation data exfiltrated from local storage","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0035""",table,"Adversary collects sensitive data from local AI system storage: model caches, conversation logs, retrieval indexes, and embedding stores.

**Impact:** PII, trade secrets, and user conversation data exfiltrated from local storage

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0035 — Data from Local AI System (Collection / Collection) | OWASP LLM: LLM02 | OWASP ASI: ASI02 | NIST AI RMF: MEASURE-2.10 | MAESTRO: L2, L4",Encrypt local AI system storage | Minimise data retention | Audit file system access,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `ALERT` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `local_ai_data_read_by_unexpected_process` in raw events. 4. Map to frameworks: OWASP LLM02; severity High (CVSS 7.8). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",VARIES
AML.T0036,3,AML.T0036: Data from AI-integrated Systems,"**Objective:** Practice detecting Data from AI-integrated Systems (AML.T0036).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Collection phase using Data from AI-integrated Systems. In a multi-agent banking environment, this targets crm_integration, email_tool, erp_connector, database_tool to achieve: Bulk data theft from integrated enterprise systems using agent's legitimate credentials

**Risk:** CVSS 8.2 (High): Bulk data theft from integrated enterprise systems using agent's legitimate credentials","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0036"" | stats sum(records_accessed) by gen_ai_agent_id | where sum > 1000",bar,"Adversary uses the AI agent's authorised tool access (CRM, email, ERP, databases) to systematically collect data beyond the agent's intended scope.

**Impact:** Bulk data theft from integrated enterprise systems using agent's legitimate credentials

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0036 — Data from AI-integrated Systems (Collection / Collection) | OWASP LLM: LLM02 | OWASP ASI: ASI02, ASI03 | NIST AI RMF: MEASURE-2.10, GOVERN-1.1 | MAESTRO: L4, L5",Enforce least-privilege tool scopes | Monitor tool call volumes vs baseline | Require human approval for bulk data operations,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `HARD_DENY` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `bulk_data_collection_via_agent_tool` in raw events. 4. Map to frameworks: OWASP LLM02; severity High (CVSS 8.2). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",BLOCKED
AML.T0030,4,AML.T0030: Exfiltrate AI Model via Covert Channel,"**Objective:** Practice detecting Exfiltrate AI Model via Covert Channel (AML.T0030).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Exfiltration phase using Exfiltrate AI Model via Covert Channel. In a multi-agent banking environment, this targets model_weights, api_response, network_channel to achieve: Full model theft; attacker can run unlimited local inference without API costs

**Risk:** CVSS 8.5 (High): Full model theft; attacker can run unlimited local inference without API costs","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0030""",table,"Adversary extracts model weights or architecture via covert channels — e.g., encoding model data in seemingly innocuous API responses or out-of-band communications.

**Impact:** Full model theft; attacker can run unlimited local inference without API costs

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0030 — Exfiltrate AI Model via Covert Channel (Exfiltration / Exfiltration) | OWASP LLM: LLM02 | OWASP ASI: N/A | NIST AI RMF: MANAGE-2.4 | MAESTRO: L1, L4",Monitor outbound data volumes from model serving infrastructure | Encrypt model weights | Watermark model outputs,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `ALERT` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `unusual_outbound_data_from_model_server` in raw events. 4. Map to frameworks: OWASP LLM02; severity High (CVSS 8.5). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",VARIES
AML.T0031,3,AML.T0031: Exfiltrate Data via AI Model Output,"**Objective:** Practice detecting Exfiltrate Data via AI Model Output (AML.T0031).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Exfiltration phase using Exfiltrate Data via AI Model Output. In a multi-agent banking environment, this targets model_output, markdown_renderer, browser_tool to achieve: Automatic exfiltration of context data to attacker server triggered by model output rendering

**Risk:** CVSS 8.8 (Critical): Automatic exfiltration of context data to attacker server triggered by model output rendering","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0031"" exfil_url_detected=""true""",table,"Adversary tricks the agent into embedding sensitive data (credentials, PII, internal documents) inside its generated output — markdown images, hyperlinks, or encoded text — that is exfiltrated to an attacker-controlled endpoint.

**Impact:** Automatic exfiltration of context data to attacker server triggered by model output rendering

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0031 — Exfiltrate Data via AI Model Output (Exfiltration / Exfiltration) | OWASP LLM: LLM02 | OWASP ASI: ASI01 | NIST AI RMF: MEASURE-2.10, MANAGE-2.4 | MAESTRO: L3, L4",Block outbound URLs in rendered output | Scan model outputs for sensitive data patterns | Implement output DLP,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `HARD_DENY` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `outbound_url_in_model_output_to_unknown_domain` in raw events. 4. Map to frameworks: OWASP LLM02; severity Critical (CVSS 8.8). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",BLOCKED
AML.T0029,3,AML.T0029: AI System Availability Disruption,"**Objective:** Practice detecting AI System Availability Disruption (AML.T0029).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: HYBRID).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Impact phase using AI System Availability Disruption. In a multi-agent banking environment, this targets agent_orchestrator, compute_pool, rate_limiter to achieve: AI service unavailability; financial loss from SLA breach; cascading failure in dependent business processes

**Risk:** CVSS 7.5 (High): AI service unavailability; financial loss from SLA breach; cascading failure in dependent business processes","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0029"" | timechart avg(latency_ms) span=1m | where avg > 5000",line,"Adversary disrupts AI system availability through computational denial of service, context window flooding, or cascading agent failure propagation across the multi-agent topology.

**Impact:** AI service unavailability; financial loss from SLA breach; cascading failure in dependent business processes

**Execution mode in lab:** HYBRID.  HYBRID emits both live and simulated telemetry legs.

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0029 — AI System Availability Disruption (Impact / Impact) | OWASP LLM: LLM04 | OWASP ASI: ASI08 | NIST AI RMF: MANAGE-2.1 | MAESTRO: L3, L4, L5",Circuit breakers on agent call chains | Cascading failure detection in Splunk | Horizontal scaling with automatic throttling,HYBRID,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `RATE_LIMIT` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `agent_service_latency_spike_and_error_rate_elevation` in raw events. 4. Map to frameworks: OWASP LLM04; severity High (CVSS 7.5). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",VARIES
AML.T0034,4,AML.T0034: AI Model Integrity Attack,"**Objective:** Practice detecting AI Model Integrity Attack (AML.T0034).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: HYBRID).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Impact phase using AI Model Integrity Attack. In a multi-agent banking environment, this targets model_weights, model_serving_layer, model_registry to achieve: Corrupted model making systematically wrong decisions at scale in production

**Risk:** CVSS 9.5 (Critical): Corrupted model making systematically wrong decisions at scale in production","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0034"" cisco_aibom_status=""HASH_MISMATCH""",table,"Adversary corrupts or replaces model weights in production to degrade model quality, introduce systematic biases, or cause consistent misclassification.

**Impact:** Corrupted model making systematically wrong decisions at scale in production

**Execution mode in lab:** HYBRID.  HYBRID emits both live and simulated telemetry legs.

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0034 — AI Model Integrity Attack (Impact / Impact) | OWASP LLM: LLM03 | OWASP ASI: N/A | NIST AI RMF: MEASURE-2.5, GOVERN-1.1 | MAESTRO: L1, L6",Continuous model behavioural monitoring | Cryptographic model weight integrity verification | Anomaly detection on model performance metrics,HYBRID,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `HARD_DENY` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `model_performance_degradation_and_hash_mismatch` in raw events. 4. Map to frameworks: OWASP LLM03; severity Critical (CVSS 9.5). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",BLOCKED
AML.T0050,2,AML.T0050: AI Agent Privilege Escalation via Tool Abuse,"**Objective:** Practice detecting AI Agent Privilege Escalation via Tool Abuse (AML.T0050).

**Lab path:** Attack Panel → Scenario 6 → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the PrivilegeEscalation phase using AI Agent Privilege Escalation via Tool Abuse. In a multi-agent banking environment, this targets tool_executor, mcp_scope, api_gateway to achieve: Unauthorised execution of privileged operations: file writes, database mutations, financial transactions

**Risk:** CVSS 9.0 (Critical): Unauthorised execution of privileged operations: file writes, database mutations, financial transactions","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0050"" scope_violation=""true""",table,"Adversary manipulates an agent into invoking tools or APIs outside its authorised scope, escalating from a low-privilege agent context to privileged operations on integrated systems.

**Impact:** Unauthorised execution of privileged operations: file writes, database mutations, financial transactions

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0050 — AI Agent Privilege Escalation via Tool Abuse (Privilege Escalation / PrivilegeEscalation) | OWASP LLM: LLM06 | OWASP ASI: ASI02, ASI03 | NIST AI RMF: GOVERN-1.1, MANAGE-2.1 | MAESTRO: L4, L5",Enforce MCP tool scope allowlists | Require human approval for privileged tool calls | AcmeSentinel OpenShell sandbox enforcement,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `HARD_DENY` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `tool_invoked_outside_approved_scope` in raw events. 4. Map to frameworks: OWASP LLM06; severity Critical (CVSS 9.0). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",BLOCKED
AML.T0058,3,AML.T0058: Agent Identity Spoofing for Privilege Escalation,"**Objective:** Practice detecting Agent Identity Spoofing for Privilege Escalation (AML.T0058).

**Lab path:** Attack Panel → Scenario 8 → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the PrivilegeEscalation phase using Agent Identity Spoofing for Privilege Escalation. In a multi-agent banking environment, this targets agent_identity, a2a_protocol, trust_chain, did_document to achieve: Unauthorised privilege escalation across the multi-agent trust chain

**Risk:** CVSS 9.2 (Critical): Unauthorised privilege escalation across the multi-agent trust chain","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0058"" cryptographic_passport_valid=""false""",table,"Adversary spoofs a high-privilege agent's identity in inter-agent communications, causing downstream agents to grant elevated permissions to the spoofed entity.

**Impact:** Unauthorised privilege escalation across the multi-agent trust chain

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0058 — Agent Identity Spoofing for Privilege Escalation (Privilege Escalation / PrivilegeEscalation) | OWASP LLM: N/A | OWASP ASI: ASI03, ASI07 | NIST AI RMF: GOVERN-1.1, MANAGE-2.1 | MAESTRO: L5, L6",W3C DID cryptographic passports for agent identity | Ed25519 signature verification on all inter-agent messages | Zero-trust delegation enforcement,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `HARD_DENY` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `did_signature_mismatch_on_agent_delegation` in raw events. 4. Map to frameworks: OWASP N/A; severity Critical (CVSS 9.2). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",BLOCKED
AML.T0045,3,AML.T0045: Agent Session Smuggling,"**Objective:** Practice detecting Agent Session Smuggling (AML.T0045).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the LateralMovement phase using Agent Session Smuggling. In a multi-agent banking environment, this targets a2a_protocol, agent_trust_chain, session_context to achieve: Full multi-agent topology compromise via trusted A2A channels

**Risk:** CVSS 8.6 (Critical): Full multi-agent topology compromise via trusted A2A channels","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0045"" event_type=""A2A_SESSION_SMUGGLING_DETECTED""",table,"Adversary exploits built-in trust in Agent-to-Agent (A2A) protocol to smuggle malicious session context between agents, building false trust over multi-turn conversations before executing payload.

**Impact:** Full multi-agent topology compromise via trusted A2A channels

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0045 — Agent Session Smuggling (Lateral Movement / LateralMovement) | OWASP LLM: N/A | OWASP ASI: ASI07 | NIST AI RMF: MANAGE-2.4 | MAESTRO: L5, L6",Validate inter-agent session integrity | Verify agent identity at every handoff | Monitor A2A message anomalies,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `HARD_DENY` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `a2a_session_integrity_check_failed` in raw events. 4. Map to frameworks: OWASP N/A; severity Critical (CVSS 8.6). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",BLOCKED
AML.T0046,4,AML.T0046: Inter-Agent Trust Chain Hijacking,"**Objective:** Practice detecting Inter-Agent Trust Chain Hijacking (AML.T0046).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the LateralMovement phase using Inter-Agent Trust Chain Hijacking. In a multi-agent banking environment, this targets agent_orchestrator, delegation_chain, subagent_network to achieve: Cascading compromise of entire multi-agent workflow from a single compromised node

**Risk:** CVSS 9.0 (Critical): Cascading compromise of entire multi-agent workflow from a single compromised node","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0046""",table,"Adversary compromises one agent in a multi-agent pipeline and uses its trusted position to propagate malicious instructions to all downstream agents in the delegation chain.

**Impact:** Cascading compromise of entire multi-agent workflow from a single compromised node

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0046 — Inter-Agent Trust Chain Hijacking (Lateral Movement / LateralMovement) | OWASP LLM: N/A | OWASP ASI: ASI07, ASI08 | NIST AI RMF: GOVERN-1.1, MANAGE-2.4 | MAESTRO: L5",Cryptographic attestation at each delegation hop | Isolate agent failure domains | Break trust propagation on anomaly detection,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `QUARANTINE` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `trust_propagation_anomaly_in_agent_chain` in raw events. 4. Map to frameworks: OWASP N/A; severity Critical (CVSS 9.0). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",VARIES
